scenario,put_tenant_id,get_tenant_id,protocol,small_get_bytes,large_put_bytes,segment_bytes,get_threads,put_threads,put_batch_size,configured_duration_sec,measured_duration_sec,warmup_sec,get_slo_ms,get_success,get_fail,get_slo_violations,get_p50_us,get_p95_us,get_p99_us,get_p999_us,get_slo_violation_rate,get_failure_rate,put_success,put_fail,put_mib_per_sec,get_mib_per_sec,aggregate_mib_per_sec,tenant_a_mib_per_sec,tenant_b_mib_per_sec,tenant_a_bandwidth_share,tenant_b_bandwidth_share
single_tenant_interference,default,default,tcp,1048576,67108864,4294967296,1,2,1,5,5.10768,0.5,10,785,0,1,6206.94,7947.36,9293.81,10202.7,0.00127389,0,235,0,2944.59,153.69,3098.28,0,3098.28,0,1
